date,country/region,y/cases,y_cases_increasing_rate,y/death,y_cases_increasing_rate,population,GDPPC,%_ages_0-14  ,%_ages_15-64  ,%_ages_65+,temperature,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6_Facial Coverings,H6_Flag,H6_Notes,M1_Wildcard,M1_Notes,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,cases_1_day_before,cases_2_day_before,cases_3_day_before,cases_4_day_before,cases_5_day_before
11/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
12/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
13/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
14/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
15/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
16/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,"French public transport strike ends. 7/16 Paris Metro lines running, 85% mainline trains running (had been much lower) http://web.archive.org/web/20200425095245/https://www.theguardian.com/world/2020/jan/19/paris-transport-set-to-return-to-normal-as-rail-union-suspends-strike",0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
17/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
18/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
19/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
20/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,3
21/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,0,3,0
22/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,0,3,0,0
23/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,1.472,1.045,0.436,0.111,0.183,0,3,0,0,0
24/01/2020,France,0,-1,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,"FAQ of government: Distribution of flyers in English, Mandarin, and French at airports beginning on January 24 (d矇ploiement de flyers et daffiches dinformation en fran癟ais, anglais et mandarin dans les a矇roports); https://web.archive.org/web/20200402111143/http://www.essonne.gouv.fr/content/download/30487/234871/file/FAQ%2520-%2520COVID-19%2520-%2520260220.pdf",0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,3,0,0,0,1
25/01/2020,France,3,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,1,1
26/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,1,1,1
27/01/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,1,1,1,0
28/01/2020,France,0,-1,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,1,1,1,0,0
29/01/2020,France,1,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,1,1,0,0,0
30/01/2020,France,1,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,1,0,0,0,0
31/01/2020,France,1,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,8.391,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"About 200 French people, who live in Wuhan, were repatriated and placed in isolation in a holiday centre near Marseille. http://web.archive.org/web/20201109001830/https://www.lefigaro.fr/sciences/2020/01/31/01008-20200131LIVWWW00001-en-direct-coronavirus-les-rapatries-francais-attendus-pres-de-marseille.php",0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
01/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
02/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
03/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,5
04/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,5,0
05/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,5,0,0
06/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,5,0,0,0
07/02/2020,France,0,-1,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,5,0,0,0,0
08/02/2020,France,5,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
09/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
10/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
11/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
12/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,1
13/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,1,0
14/02/2020,France,0,0,0,-1,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,1,0,0
15/02/2020,France,0,0,1,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,1,0,0,0
16/02/2020,France,0,-1,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,1,0,0,0,0
17/02/2020,France,1,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
18/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
19/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
20/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,0
21/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,0,2
22/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,0,2,3
23/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,0,2,3,21
24/02/2020,France,0,0,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,0,,0,,0,,0,,0,,0,,,,,8.33,9.52,5.36,6.25,0,1.472,1.045,0.436,0.111,0.183,0,2,3,21,19
25/02/2020,France,0,-1,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,FAQ of government: Information posters rolled out nationwide at train stations; https://web.archive.org/web/20200402111143/http://www.essonne.gouv.fr/content/download/30487/234871/file/FAQ%2520-%2520COVID-19%2520-%2520260220.pdf,2,"""Extra resources have been allocated for testing for potential cases of coronavirus and the testing capacity has been multiplied by three. Health minister Olivier V矇ran said: ""I have called the head of the University Hospital Institute of Infectious Diseases in Marseille, it is able to perform 1,000 tests per day in the area of Marseille alone. In the hospitals of Paris we are at 400 tests per day. We are going to be able to amplify the screening to be able to answer all the requests at that scale across France."""" [https://web.archive.org/web/20200521124326/https://www.thelocal.fr/20200225/coronavirus-france-steps-up-epidemic-preparations-after-deaths-in-italy]",0,,0,,0,,0,,,,,11.11,14.29,11.9,13.89,0,1.472,1.045,0.436,0.111,0.183,2,3,21,19,43
26/02/2020,France,2,-0.3333333333,0,-1,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,"An in-depth epidemiological inquiry is immediately opened in order to identify and contact everyone who has been in close contact with these patients, Frances health ministry said, after announcing yet more confirmed cases on Feb 26 (2020). https://web.archive.org/save/https://www.thestar.com.my/lifestyle/health/2020/03/09/the-process-of-tracing-contacts-for-covid-19",0,,0,,0,,,,,11.11,14.29,15.48,18.06,0,1.472,1.045,0.436,0.111,0.183,3,21,19,43,30
27/02/2020,France,3,-0.8571428571,1,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,11.11,14.29,15.48,18.06,0,1.472,1.045,0.436,0.111,0.183,21,19,43,30,48
28/02/2020,France,21,0.1052631579,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,11.11,14.29,15.48,18.06,0,1.472,1.045,0.436,0.111,0.183,19,43,30,48,34
29/02/2020,France,19,-0.5581395349,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,4.773,0,,,0,,,2,1,"France bans large indoor gatherings with more than 5000 attendees. Measures announced after an emergency cabinet meeting also include the cancellation of the Paris half-marathon which was to be held on Sunday. Among the events affected by the prohibition of large indoor gatherings is Paris's annual agricultural fair. Its final day, which was scheduled for Sunday, has been cancelled. https://web.archive.org/web/20200625172238/https://www.bbc.com/news/world-europe-51690657 The government has also banned all public gatherings in the Oise district north of Paris and in La Balme-de-Sillingy, a town in the French Alps where cases have been reported. https://www.reuters.com/article/us-china-health-france/france-bans-gatherings-of-more-than-5000-due-to-coronavirus-idUSKBN20N0MD",4,0,"Generally, indoor gatherings of over 5000 people are banned in France. https://web.archive.org/web/20200813095342/https://www.bbc.com/news/world-europe-51690657 In the worst hit area of north Paris, all pubic gatherings are banned, hence the 4T coding instead of 1G. ""The government has also banned all public gatherings in the Oise district north of Paris and in La Balme-de-Sillingy, a town in the French Alps where cases have been reported."" https://web.archive.org/web/20200813095405/https://www.reuters.com/article/us-china-health-france/france-bans-gatherings-of-more-than-5000-due-to-coronavirus-idUSKBN20N0MD ""In the department of Oise, the main epidemic center, and in the town of La Balme-de-Sillingy, in Haute-Savoie, all public gatherings - including masses - are prohibited ""until further notice""."" https://web.archive.org/web/20200813095458/https://www.lemonde.fr/politique/article/2020/02/29/coronavirus-le-gouvernement-decide-l-interdiction-des-rassemblements-de-plus-de-5-000-personnes-en-milieu-confine-et-de-certains-autres-en-milieu-ouvert-dont-le-semi-marathon-de-paris_6031356_823448.html",0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,31.94,28.57,28.87,33.68,0,1.472,1.045,0.436,0.111,0.183,43,30,48,34,73
01/03/2020,France,43,0.4333333333,0,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,12.091,0,,,0,,,2,1,,4,0,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,31.94,28.57,28.87,33.68,0,1.472,1.045,0.436,0.111,0.183,30,48,34,73,138
02/03/2020,France,30,-0.375,0,-1,67012883,39257.43,17.8021579,61.8064718,20.3913703,12.091,3,0,"Le Figaro is among the established media outlets reporting that all schools in 12 municipalities of Oise and Morbihan (in Northern France and Brittany) are closed from Monday, 2 March 2020 until at least 14 March, 2020. Archived report (in French): https://web.archive.org/web/20200514222523/https://etudiant.lefigaro.fr/article/coronavirus-les-ecoles-de-neuf-communes-de-l-oise-sont-fermees-pour-14-jours_28d727a8-5c60-11ea-8a33-ca35e4bd44df/",0,,,2,1,,4,0,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,41.2,39.29,34.82,40.62,0,1.472,1.045,0.436,0.111,0.183,48,34,73,138,190
03/03/2020,France,48,0.4117647059,1,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,12.091,3,0,"Both primary and secondary schools have been shut in the Oise department north of Paris and in Brittany, where the main clusters of French cases have emerged, and where two people who have died of the virus lived. Frances education minister, Jean-Michel Blanquer, said around 120 schools have been ordered to close, most in Brittany and the Oise region north of Paris, which have been hit hard by COVID-19, the disease caused by the new coronavirus. Tens of thousands of students sent home. http://web.archive.org/web/20200425093620/https://www.marketwatch.com/story/france-germany-close-schools-in-virus-cluster-zones-2020-03-03 http://web.archive.org/web/20200425093817/https://www.france24.com/en/20200303-france-shuts-dozens-of-schools-in-areas-hit-by-coronavirus http://web.archive.org/web/20200425094327/https://www.france24.com/en/20200306-macron-urges-limits-to-visits-to-elderly-as-france-s-coronavirus-tolls-rise",0,,,2,1,,4,0,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,41.2,39.29,34.82,40.62,0,1.472,1.045,0.436,0.111,0.183,34,73,138,190,103
04/03/2020,France,34,-0.5342465753,1,0,67012883,39257.43,17.8021579,61.8064718,20.3913703,12.091,3,0,,0,,,2,1,,4,0,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,41.2,39.29,34.82,40.62,0,1.472,1.045,0.436,0.111,0.183,73,138,190,103,410
05/03/2020,France,73,-0.4710144928,0,-1,67012883,39257.43,17.8021579,61.8064718,20.3913703,12.091,3,0,,0,,,2,1,,4,0,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,0,,,,,41.2,39.29,34.82,40.62,0,1.472,1.045,0.436,0.111,0.183,138,190,103,410,286
